"probe_run_app_id","is_aborted","is_available","workflow_id","run_id","execution_id","probe_loc_run_id","mapping_id","error_data","run_date","run_date_est","run_description","run_end_time","run_result","run_start_time","run_time","sut","application_id","location_id","probe_id"
"1","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-28","2023-07-28","Internal Reader 1.0 R","22:05:03","true","22:05:01","23.0","Singapore-1","1","1","1"
"2","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-28","2023-07-28","Internal Reader 1.0 R","22:05:03","true","22:05:01","50.0","Singapore-2","1","1","1"
"3","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-10","2023-07-10","Internal Reader 1.0 R","22:05:03","true","22:05:01","25.0","Singapore-1","3","1","1"
"4","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-10","2023-07-10","Internal Reader 1.0 R","22:10:03","false","22:05:01","67.0","Singapore-1","3","1","1"
"5","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-08","2023-07-08","Internal Reader 1.0 R","22:10:03","true","22:05:01","42.0","Singapore-5","1","1","1"
"6","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-08","2023-07-08","PLMBACKBONE-3dsprod11","16:01:13","true","16:01:08","23.0","Singapore-2","1","1","1"
"7","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-23","2023-07-23","Internal Reader 1.0 R","16:01:18","true","16:01:14","50.0","Singapore-1","1","1","1"
"8","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-26","2023-07-26","Internal Reader 1.0 R","19:05:28","false","19:05:24","67.0","Singapore2","1","1","1"
"9","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-28","2023-07-28","Internal Reader 1.0 R","15:52:26","true","15:52:21","50.0","Singapore2","1","1","1"
"14","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-10","2023-07-10","External Reader 3.0 R","20:05:10","true","20:03:04","25.0","Boston","4","1","11"
"15","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-10","2023-07-10","Extrenal Reader 3.0 R","20:07:08","true","20:07:04","23.0","Boston","4","1","11"
"16","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-11","2023-07-11","RTA Performance","22:49:04","true","22:49:01","25.0","Boston","5","1","12"
"21","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","RTA-Edit 10 POA","23:03:19","true","23:03:15","25.0","Boston","9","1","12"
"24","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","Engunity 95Beauty - Performance","23:07:46","true","23:07:42","57.0","Boston","12","1","11"
"29","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","Virtual Teaming - Performance","23:14:27","true","23:14:23","57.0","Boston","17","1","12"
"31","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","SLM - Performance","23:17:20","true","23:17:16","25.0","Singapore-2","19","1","10"
"32","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","ELN Windows Client - Performance","23:18:24","true","23:18:21","67.0","Singapore-3","20","1","11"
"34","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"35","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"36","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"37","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-22","2023-07-22","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"38","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"39","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"40","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"41","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"42","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"43","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"44","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"45","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"46","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"47","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"48","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"57","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"58","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"59","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"60","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"61","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"62","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"63","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"64","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"65","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"66","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
