project_id,running_job_instance_id,break_count,complete_percent,description,end_time,failure_reason,group_name,incident_no,instance_extra1,instance_extra10,instance_extra11,instance_extra12,instance_extra13,instance_extra14,instance_extra15,instance_extra16,instance_extra17,instance_extra18,instance_extra19,instance_extra2,instance_extra20,instance_extra21,instance_extra22,instance_extra23,instance_extra24,instance_extra25,instance_extra26,instance_extra27,instance_extra28,instance_extra29,instance_extra3,instance_extra30,instance_extra4,instance_extra5,instance_extra6,instance_extra7,instance_extra8,instance_extra9,is_break,is_running,job_name,last_status_update,latest,link,mile,predicted_end_time,predicted_start_time,start_time,status,tag2,uid
2,JbY1_5,0,NULL,NULL,2020-04-05T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-04T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e71
2,JbY1_6,0,NULL,NULL,2020-04-05T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-05T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e72
2,JbY1_7,0,NULL,NULL,2020-04-06T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-06T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e73
2,JbY2_6,0,NULL,NULL,2020-04-06T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-05T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e74
2,JbY2_7,0,NULL,NULL,2020-04-06T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-06T11:51:01,Cancelled,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e75
2,JbY2_8,0,NULL,NULL,2020-04-07T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-07T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e76
2,JbY3_7,0,NULL,NULL,2020-04-08T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-08T11:51:01,Running,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e77
2,JbY3_8,0,NULL,NULL,2020-04-07T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-07T11:51:01,Running,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e78
2,JbY3_9,0,NULL,NULL,2020-04-09T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-09T11:51:01,Running,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e79
2,JbY4_8,0,NULL,NULL,2020-04-09T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-09T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e80
2,JbY4_9,0,NULL,NULL,2020-04-07T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-07T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e81
2,JbY4_10,0,NULL,NULL,2020-04-10T12:51:00,NULL,Group2,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JbY4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-10T11:51:01,Completed,NULL,ef8614c9-f4d7-4b56-9aaa-088cbe9f7e82
2,JobX1_0,0,NULL,NULL,2020-03-30T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-03-30T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad610
2,JobX1_1,0,NULL,NULL,2020-03-31T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-03-31T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad611
2,JobX1_2,0,NULL,NULL,2020-03-31T13:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX1,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-03-31T12:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad612
2,JobX2_1,0,NULL,NULL,2020-04-01T10:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-01T09:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad613
2,JobX2_2,0,NULL,NULL,2020-04-01T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-01T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad614
2,JobX2_3,0,NULL,NULL,2020-04-02T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX2,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-02T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad615
